name,link,cuisine,rating,address,from,tel,coordinate,description
45. Man Fu Yuan,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d877622-Reviews-Man_Fu_Yuan-Singapore.html,"Chinese, Asian",4.5,"22 Orange Grove Road Shangri-La Hotel Tower Wing, Lower Lobby, Singapore 258350 Singapore","Tanglin,1.0 km from Singapore Botanic Gardens",+65 6213 4398,"1.311686,103.826546","Food and ambienceLocal cuisine, Indian, Seafood, Asian, Singaporean, InternationalAuthentic South Indian Flavors by Chef Ayyappa - Highlight at the Line BuffetThe roast beef is excellent.The chili crab is a must try.... freshest of oysters, crab, prawns, sea snails, clams - just unbelievable."
Tiong Bahru Hainanese Boneless Chicken Rice,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7249381-Reviews-Tiong_Bahru_Hainanese_Boneless_Chicken_Rice-Singapore.html,"Chinese, Asian",4.5,"34 Mosque Street, Singapore 059512 Singapore","Outram,0.2 km from Chinatown",+65 6225 2722,"1.283614,103.845253","Food and ambienceLocal cuisine, Seafood, Asian, SingaporeanGreat Singapore seafood restaurant with the best chilli mud crab and butter c...... steam and fried mantou), grilled squid to sambal kangkong, everything tas...Very tasty crabs and fried rice with prawns.... just steamed as well as other seafood such as prawns, crayfish and squid."
46. BAKALAKI Greek Taverna,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12489846-Reviews-BAKALAKI_Greek_Taverna-Singapore.html,"Mediterranean, Greek",4.5,"5 Fraser Street Level 25 Andaz Singapore, Singapore 189354 Singapore","Central Area/City Area,1.0 km from Little India",+65 6408 1288,"1.299471,103.857948","DetailsPRICE RANGES$19 - S$75CUISINESInternational, AsianSpecial DietsVegetarian Friendly, Vegan OptionsView all detailsmeals, features, about"
47. Meta Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8853103-Reviews-Meta_Restaurant-Singapore.html,"European, Asian",4.5,"30 Beach Road, Access via Nicoll Highway JW Marriott Hotel Singapore South Beach, Singapore 189763 Singapore","Central Area/City Area,0.5 km from City Hall Building",+65 6818 1913,"1.294613,103.855759","Mentioned inDoes It Get Any Better Than This? A Review of the JW Marriott Singapore South Beachthepointsguy.comBy The Points GuyFood and ambienceLocal cuisine, Seafood, International, Grill, Vegetarian FriendlyThe lamb chops and kalbi were grilled to perfection.Food was delicious , laksa was superb, seafood was fresh, love the dessert se...Food selection is decent from cold starters like salmon/tuna sashimi and cold..."
48. Publico Ristorante,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13200545-Reviews-Publico_Ristorante-Singapore.html,"Italian, Pizza",4.5,"35A Boat Quay Boat Quay, Singapore 049824 Singapore","Central Area/City Area,0.5 km from Merlion Park",+65 6588 1359,"1.286291,103.849693","Food and ambienceItalian, Bar, Pizza, Fusion, Singaporean, Vegetarian Friendly... a great meal - just the regular cheese pizza was so great!tried the panna cotta dessert and it was amazing too.It is topped with salmon pieces and roe, crust is thin and cripsy, and the ch...... pizza was nicely complemented with the burst of saltiness from the fish roe."
49. Manhattan,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6591993-Reviews-Manhattan-Singapore.html,"American, Bar",4.5,"5 Fraser Street Andaz Singapore Level 39, Andaz, Singapore 189354 Singapore","Central Area/City Area,1.0 km from Little India",+65 6408 1234,"1.299086,103.857819","DetailsPRICE RANGES$12 - S$200CUISINESBarMealsAfter-hours, DrinksView all detailsfeatures, about"
50. Shinji by Kanesaka,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1896393-Reviews-Shinji_by_Kanesaka-Singapore.html,"Japanese, Sushi",4.5,"1 Cuscaden Road The Regent Singapore, Singapore 249715 Singapore","Central Area/City Area,0.8 km from Singapore Botanic Gardens",+65 6725 3246,"1.304956,103.824989","DetailsPRICE RANGES$7 - S$85CUISINESInternationalMealsBrunch, LunchView all detailsfeatures, about"
Rakuya,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13798237-Reviews-Rakuya-Singapore.html,"Japanese, Sushi",4.5,"22 Orange Grove Road Shangri-La Hotel Shangri-la Hotel, Tower Wing, Singapore 258350 Singapore","Tanglin,1.0 km from Singapore Botanic Gardens",+65 6213 4398,"1.311542,103.826340","DetailsPRICE RANGES$12 - S$50CUISINESSingaporean, AsianMealsLunch, Dinner, Brunch, Breakfast, After-hours, DrinksView all detailsfeatures, about"
51. Wine & Chef,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12089545-Reviews-Wine_Chef-Singapore.html,"Wine Bar, Asian",4.5,"#01-02 Red Dot Traffic Building 32 Maxwell Road, #01-02/03 Maxwell Chambers, Singapore 069115 Singapore","Central Business District,0.8 km from Marina Bay",+65 6227 6819,"1.277060,103.846672","Food and ambienceItalian, European, Vegetarian Friendly, Gluten Free Options, Vegan Options... urchin pasta Was good while the monkfish was average.. we received a free...The lobster pasta is good and the staff are really pleasant.We tried a tiramisu just to use it as a symbolic birthday cake.Special Occasion Dining, Romantic, Groups, Business meetingsGreat place for business lunch or romantic dinner"
52. Rosso Vino,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6450770-Reviews-Rosso_Vino-Singapore.html,"Italian, Pizza",4.5,"29 Tanglin Road St. Regis Hotel Singapore The St. Regis Singapore, Singapore 247911 Singapore","Central Area/City Area,0.9 km from Singapore Botanic Gardens",+65 6506 6884,"1.305396,103.826164","Mentioned inKim Jong Un Slept Here: The St. Regis Singaporethepointsguy.comBy The Points GuyFood and ambienceItalian, European, Vegetarian Friendly, Vegan Options, Gluten Free OptionsHubby had the risotto with red bell capsicum, lettuce and mascarpone cheese,...I particularly enjoyed the octopus risotto (Riso Di Pasta, Polipo, Sedano Rap..."
53. Peach Blossoms,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1007702-Reviews-Peach_Blossoms-Singapore.html,"Chinese, Asian",4.5,"175 Bencoolen Street Burlington Square, Singapore 189649 Singapore","Central Area/City Area,0.4 km from Little India",+65 6338 1087,"1.302700,103.852760","Food and ambienceLocal cuisine, Chinese, Asian, Singaporean, Vegetarian FriendlyYummy fried noodles... dough served with chilli sauce tomato sauce oyster sauce and minced garlic.Frog legs, tofu and veggies.... Chicken with Cashew nuts, Singapore Chilli Crab and super tasty fried rice."
54. JAAN by Kirk Westaway,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d807776-Reviews-JAAN_by_Kirk_Westaway-Singapore.html,"British, Contemporary",4.5,"21 Boon Tat Street, Singapore 069620 Singapore","Central Area/City Area,0.6 km from Marina Bay",+65 6221 1911,"1.281237,103.848480","Mentioned inA Local’s Guide to Eating Out in Singapore – Luxury Escapes Magazineluxuryescapes.comBy Luxury Escapes AustraliaFood and ambienceAustralian, Vegetarian Friendly, Vegan Options, Gluten Free OptionsMy favourite course would have to be the quail which was perfectly cooked wit...The mains - Barramundi and Iberico Pork Chop were brilliantly executed.5th Course : Dessert Laksa Leaf Pomelo Green Chilli Peanuts It consisted of c..."
55. En Sushi,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13890924-Reviews-En_Sushi-Singapore.html,"Japanese, Seafood",4.5,"112 Middle Road Midland House 01-00A Midland House, Singapore 188970 Singapore","Central Area/City Area,0.8 km from Little India",+65 6255 5744,"1.299028,103.853683","Food and ambienceSeafood, Soups, Asian, KoreanAmazing place for hotpot and seafoodOyster FiestaSpecial Occasion Dining, GroupsBirthday celebrationIt was our very 1st visit to celebrate friends birthday."
Meta Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8853103-Reviews-Meta_Restaurant-Singapore.html,"European, Asian",4.5,"22 Orange Grove Road Shangri-La Hotel Shangri-La Hotel Singapore, Singapore 258350 Singapore","Tanglin,1.0 km from Singapore Botanic Gardens",+65 6213 4473,"1.311022,103.826622","DetailsPRICE RANGES$70 - S$419CUISINESChinese, AsianSpecial DietsVegetarian Friendly, Vegan Options, Gluten Free OptionsView all detailsmeals, features, about"
56. Les Amis,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1102463-Reviews-Les_Amis-Singapore.html,French,4.5,"791 North Bridge Road, Singapore 198759 Singapore","Central Area/City Area,1.0 km from Little India",+65 6655 8787,"1.303889,103.860138","Food and ambienceChinese, HalalHighly recommend the garlic onsen egg fried rice and the crystal shrimp dumpl...... and char siew bun by replacing pork with roast duck, and you couldn’t rea...Love the fried rice and salted egg fish skinAs I’m allergic to pork, great to have a halal dim sum restaurant."
57. Dolce Vita,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d948962-Reviews-Dolce_Vita-Singapore.html,"Italian, European",4.5,"38 Tras Street #38-40, Singapore 078977 Singapore","Outram,0.5 km from Chinatown",+65 6226 0500,"1.278349,103.844444","DetailsCUISINESSpanishSpecial DietsVegetarian Friendly, Gluten Free OptionsMealsLunch, DinnerView all detailsmeals, features"
58. 665°F,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13167102-Reviews-665_F-Singapore.html,Steakhouse,4.5,"1 Bayfront Avenue Marina Bay Sands SkyPark at Marina Bay Sands Tower 3, Singapore 018971 Singapore","Marina Bay,1.0 km from Marina Bay",+65 6508 2188,"1.284874,103.861061","Mentioned in48 Hours in SingaporeBy thefivefoottravelerFood and ambienceAsian, Fusion, Vegetarian Friendly, Vegan Options, Gluten Free OptionsThe chilli fires with curry dip were really good.There's also a restaurant bu...I had the lobster and the sashimi and it was wonderful."
59. ShuKuu Izakaya & Sake Bar,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8393150-Reviews-ShuKuu_Izakaya_Sake_Bar-Singapore.html,"Japanese, Bar",4.5,"3 Pickering Street Nankin Row 01-29 Nankin Row, China Square Central,, Singapore 048660 Singapore","Outram,0.4 km from Chinatown",+65 9835 1446,"1.284010,103.847473","DetailsPRICE RANGES$3 - S$15CUISINESMediterranean, Middle Eastern, EgyptianSpecial DietsVegetarian Friendly, Vegan Options, HalalView all detailsmeals, features, about"
60. Spago Dining Room by Wolfgang Puck,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8683187-Reviews-Spago_Dining_Room_by_Wolfgang_Puck-Singapore.html,"American, European",4.5,"80 Bras Basah Road Level 1, Fairmont Singapore, Singapore 189560 Singapore","Marina Bay,0.3 km from City Hall Building",+65 6431 6156,"1.293865,103.854286","DetailsCUISINESItalian, Pizza, European, DeliSpecial DietsVegetarian Friendly, Vegan Options, Gluten Free OptionsMealsBreakfast, Lunch, Dinner, Brunch, After-hours, DrinksView all detailsmeals, features, about"
Japan Food Town,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10769568-Reviews-Japan_Food_Town-Singapore.html,Japanese,4,"28 Mohamed Sultan Road, Singapore 238972 Singapore",1.0 km from Orchard Road,+65 6545 4055,"1.293080,103.841278","DetailsCUISINESBritishMealsBreakfast, Lunch, Dinner, Brunch, DrinksFEATURESReservations, Seating, Highchairs Available, Serves Alcohol, Accepts Credit Cards, Table ServiceView all detailsfeatures, about"
Tiong Bahru Hainanese Boneless Chicken Rice,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7249381-Reviews-Tiong_Bahru_Hainanese_Boneless_Chicken_Rice-Singapore.html,"Chinese, Asian",,,,,,
61. Tippling Club,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2198083-Reviews-Tippling_Club-Singapore.html,"International, European",4.5,"14 Aliwal Street 2nd Floor, Singapore 199907 Singapore","Central Area/City Area,1.1 km from Little India",+65 6291 6816,"1.302044,103.861168","Food and ambienceFrench, Bar, European, Wine BarA little taste of Europe in the heart Asia... from smaller vineyards in France, goes perfectly with the aust waygu that...Special Occasion Dining, Romantic, Groups, Bar Scene, Business meetings... - making my birthday such a special occasion at a very special place – my..."
62. KOMA Singapore,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d17806127-Reviews-KOMA_Singapore-Singapore.html,"Japanese, Sushi",4.5,"18 Bukit Pasoh Road, Singapore 089832 Singapore","Central Area/City Area,0.5 km from Chinatown",+65 9772 9896,"1.279111,103.840714","Food and ambienceSeafood, Gluten Free OptionsSpecialize in seafood - torched salmon amazing.... time :) Tasty oysters, incredible scallops ceviche, fresh torched salmon!Special Occasion Dining, Bar SceneWhat a birthday treat"
63. The Lighthouse Restaurant & Rooftop Bar,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2063023-Reviews-The_Lighthouse_Restaurant_Rooftop_Bar-Singapore.html,"Italian, European",4.5,"80 Middle Road Level 1, InterContinental Singapore, Singapore 188966 Singapore","Central Area/City Area,0.6 km from Arab Street",+65 6825 1008,"1.298593,103.855179","Food and ambienceEuropean, Vegetarian Friendly, Vegan Options, Gluten Free OptionsWe ordered the crab cakes appetizer which is definitely a must try!Oyster!!For the mains, we ordered the salad, the scallops, the Norwegian Salmon and w...... side orders of soups, grilled octopus, flat bread, moussaka and crab cakes."
64. The RANCH Steakhouse By ASTONS,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13821610-Reviews-The_RANCH_Steakhouse_By_ASTONS-Singapore.html,Steakhouse,4.5,"368 Tanjong Katong Road, Singapore 437125 Singapore","Marine Parade,4.0 km from Singapore Flyer",+65 6440 4644,"1.302971,103.896873","DetailsPRICE RANGES$14 - S$28CUISINESIndian, AsianSpecial DietsVegetarian Friendly, Vegan Options, Gluten Free OptionsView all detailsmeals, features, about"
65. Ramen Nagi,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13001810-Reviews-Ramen_Nagi-Singapore.html,"Japanese, Asian",4.5,"52 Boat Quay Level 5/6, Singapore 049841 Singapore","Central Area/City Area,0.6 km from Merlion Park",+65 6866 1933,"1.287089,103.849373","Food and ambienceItalian, European, Vegetarian Friendly, Gluten Free OptionsThe foie gras semifreddo was rich and tasty.Limited options and for starters we had the scampi, tortellini, beef tartare.Dining with very tasty Italian seafood tagliolini, the best wagyu beef I have...Both of us felt that the foie gras semifreddo and dessert were way to big por..."
The Rose Veranda,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3561719-Reviews-The_Rose_Veranda-Singapore.html,"Chinese, Asian",4.5,"22 Orange Grove Road, Shangri-La Hotel Mezzanine Level, Tower Wing, Shangri-La Hotel, Singapore 258350 Singapore","Tanglin,1.0 km from Singapore Botanic Gardens",+65 6213 4398,"1.311414,103.826393","DetailsPRICE RANGES$56 - S$140CUISINESChinese, Asian, InternationalMealsLunch, BrunchView all detailsfeatures, about"
66. Crossroads,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d785035-Reviews-Crossroads-Singapore.html,"019 reviews,Cafe",4.5,"10 Bayfront Avenue Marina Bay Sands Tower 2 Floor 57 Marina Bay Sands, Singapore 018956 Singapore","Marina Bay,0.9 km from Marina Bay",+65 6688 9955,"1.283611,103.860527","Food and ambienceSpecial Occasion Dining, Romantic, View, Bar SceneWe were asked if there is a special occasion we have visited and the minute w...You will have a borderless sea view of Singapore coastal area and the famous...Very Nice Rooftop BarChristmas Day breakfast"
67. The Curry Culture,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3512529-Reviews-The_Curry_Culture-Singapore.html,"Indian, Asian",4.5,"1 Cuscaden Road The Regent Singapore 3F The Regent Singapore, Singapore 249715 Singapore","Central Area/City Area,0.8 km from Singapore Botanic Gardens",+65 6725 3288,"1.304200,103.824562","Food and ambienceChinese, Asian, Vegetarian Friendly, Gluten Free Options, Vegan OptionsWe had the Peking duck and lobster dumpling - highly recommend the 2 dishes.for the young ones they just love the fried rice especially with the wok hey...... so empty and sad 😥 Stewed Lobster with Ee-fu Noodles & Spring Onions Des...They kindly packed the fried rice for us with the advice for us to consume wi..."
68. The Halia at Singapore Botanic Gardens,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d778522-Reviews-The_Halia_at_Singapore_Botanic_Gardens-Singapore.html,"Asian, Singaporean",4.5,"5 Raffles Avenue, Marina Square, Singapore 039797 Singapore","Marina Centre,0.7 km from Merlion Park",+65 6885 3500,"1.291312,103.858398","Food and ambienceChinese, Asian, Vegetarian Friendly, Vegan Options, Gluten Free OptionsExquisite Dim Sum and Cantonese CuisinesSame excellent Peking Duck and attentive service...there even gave as a compl...Special Occasion Dining, Romantic, Groups, Business meetingsA beautiful place for a date night, special occasion, or just to enjoy Canton..."
69. Pistachio Middle Eastern & Mediterranean Grill,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10460729-Reviews-Pistachio_Middle_Eastern_Mediterranean_Grill-Singapore.html,"Lebanese, Mediterranean",5,"09 Bras Basah Road Rendezvous Hotel Singapore Hotel RendezVous - #02-02A, Singapore 189559 Singapore","Central Area/City Area,0.8 km from Little India",+65 6337 2201,"1.298588,103.848969","DetailsMealsAfter-hours, DrinksFEATURESReservations, Serves Alcohol, Full Bar, Seating, Table ServiceView all detailsabout"
